,Symbol,AD,ED,RD
505,ALG,2018-12-19,2019-01-16,2019-01-17
506,ALGT,2020-01-29,2020-02-28,2020-03-02
507,ALGT,2019-11-08,2019-11-21,2019-11-22
508,ALGT,2019-07-24,2019-09-19,2019-09-20
509,ALGT,2019-04-24,2019-06-13,2019-06-14
510,ALGT,2019-01-30,2019-02-28,2019-03-01
511,ALGT,2018-10-24,2018-11-21,2018-11-23
512,ALK,2020-01-28,2020-02-14,2020-02-18
513,ALK,2019-11-07,2019-11-18,2019-11-19
514,ALK,2019-08-06,2019-08-19,2019-08-20
515,ALK,2019-05-09,2019-05-20,2019-05-21
516,ALK,2019-01-24,2019-02-15,2019-02-19
517,ALK,2018-11-01,2018-11-19,2018-11-20
518,ALL,2020-07-16,2020-08-27,2020-08-28
519,ALL,2020-05-19,2020-05-28,2020-05-29
520,ALL,2020-02-20,2020-02-28,2020-03-02
521,ALL,2019-11-15,2019-11-27,2019-11-29
522,ALL,2019-07-17,2019-08-29,2019-08-30
523,ALL,2019-05-21,2019-05-30,2019-05-31
524,ALL,2019-02-08,2019-02-27,2019-02-28
525,ALL,2018-11-16,2018-11-29,2018-11-30
526,ALRS,2020-07-23,2020-09-17,2020-09-18
527,ALRS,2020-05-12,2020-06-12,2020-06-15
528,ALRS,2020-02-19,2020-03-19,2020-03-20
529,ALRS,2019-11-11,2019-12-19,2019-12-20
530,ALRS,2019-08-28,2019-09-19,2019-09-20
531,ALSN,2020-08-14,2020-08-21,2020-08-24
532,ALSN,2020-05-07,2020-05-15,2020-05-18
533,ALSN,2020-02-26,2020-03-06,2020-03-09
534,ALSN,2019-11-04,2019-11-14,2019-11-15
535,ALSN,2019-08-12,2019-08-22,2019-08-23
536,ALSN,2019-05-09,2019-05-17,2019-05-20
537,ALSN,2019-02-21,2019-03-01,2019-03-04
538,ALSN,2018-10-25,2018-11-16,2018-11-19
539,ALTA,2020-07-29,2020-08-07,2020-08-10
540,ALTS,2020-09-30,2020-10-01,2020-10-02
541,ALTS,2020-01-29,2020-08-01,2020-08-02
542,ALTS,2020-01-29,2020-07-01,2020-07-02
543,ALTS,2020-01-29,2020-04-01,2020-04-02
544,ALTS,2019-02-13,2019-12-30,2019-12-31
545,ALTS,2019-02-13,2019-10-01,2019-10-02
546,ALTS,2019-02-13,2019-07-01,2019-07-02
547,ALTS,2019-02-13,2019-04-01,2019-04-02
548,ALTS,2018-01-26,2018-12-28,2018-12-31
549,AMAT,2020-06-11,2020-08-19,2020-08-20
550,AMAT,2020-03-13,2020-05-20,2020-05-21
551,AMAT,2019-12-05,2020-02-18,2020-02-19
552,AMAT,2019-09-05,2019-11-20,2019-11-21
553,AMAT,2019-06-07,2019-08-21,2019-08-22
554,AMAT,2019-03-07,2019-05-22,2019-05-23
555,AMAT,2018-12-06,2019-02-20,2019-02-21
556,AMAT,2018-09-06,2018-11-21,2018-11-23
557,AMCA,2019-12-12,2020-09-23,2020-09-24
558,AMCA,2019-12-12,2020-06-15,2020-06-16
559,AMCA,2019-12-12,2020-03-25,2020-03-26
560,AMCA,2018-12-26,2019-12-16,2019-12-17
561,AMCA,2018-12-26,2019-09-24,2019-09-25
562,AMCA,2018-12-26,2019-06-17,2019-06-18
563,AMCA,2018-12-26,2019-03-20,2019-03-21
564,AMCA,2018-12-14,2018-12-17,2018-12-18
565,AMCR,2020-08-18,2020-09-02,2020-09-03
566,AMCR,2020-05-11,2020-05-27,2020-05-28
567,AMCR,2020-02-11,2020-03-03,2020-03-04
568,AMCR,2019-11-07,2019-11-26,2019-11-28
569,AMCR,2019-08-20,2019-09-10,2019-09-11
570,AMG,2020-07-27,2020-08-05,2020-08-06
571,AMG,2020-04-27,2020-05-06,2020-05-07
572,AMG,2020-02-03,2020-02-12,2020-02-13
573,AMG,2019-10-28,2019-11-06,2019-11-07
574,AMG,2019-07-29,2019-08-07,2019-08-08
575,AMG,2019-05-06,2019-05-15,2019-05-16
576,AMG,2019-02-04,2019-02-13,2019-02-14
577,AMG,2018-10-29,2018-11-07,2018-11-08
578,AMH,2020-08-05,2020-09-14,2020-09-15
579,AMH,2020-05-07,2020-06-12,2020-06-15
580,AMH,2020-02-27,2020-03-12,2020-03-13
581,AMH,2019-11-07,2019-12-31,2020-01-02
582,AMH,2019-08-02,2019-09-12,2019-09-13
583,AMH,2019-05-09,2019-06-13,2019-06-14
584,AMH,2019-02-21,2019-03-14,2019-03-15
585,AMH,2018-11-01,2018-12-31,2019-01-02
586,AMLP,2020-08-12,2020-08-13,2020-08-14
587,AMOT,2020-08-05,2020-08-19,2020-08-20
588,AMOT,2020-05-06,2020-05-20,2020-05-21
589,AMOT,2020-03-11,2020-03-25,2020-03-26
590,AMOT,2019-10-31,2019-11-13,2019-11-14
591,AMOT,2019-08-01,2019-08-14,2019-08-15
592,AMOT,2019-05-01,2019-05-15,2019-05-16
593,AMOT,2019-03-13,2019-03-27,2019-03-28
594,AMOT,2018-10-31,2018-11-14,2018-11-15
595,AMP,2020-07-29,2020-08-07,2020-08-10
596,AMP,2020-05-06,2020-05-15,2020-05-18
597,AMP,2020-01-29,2020-02-13,2020-02-14
598,AMP,2019-10-23,2019-11-01,2019-11-04
599,AMP,2019-07-24,2019-08-02,2019-08-05
600,AMP,2019-04-24,2019-05-03,2019-05-06
601,AMP,2019-01-30,2019-02-14,2019-02-15
602,AMP,2018-10-23,2018-11-02,2018-11-05
603,AMRB,2020-07-16,2020-07-28,2020-07-29
604,AMRB,2020-04-16,2020-04-28,2020-04-29
605,AMRB,2020-01-16,2020-01-28,2020-01-29
606,AMRB,2019-10-17,2019-10-28,2019-10-29
607,AMRB,2019-07-18,2019-07-30,2019-07-31
608,AMRB,2019-04-18,2019-04-30,2019-05-01
609,AMRB,2019-01-16,2019-01-29,2019-01-30
610,AMRB,2018-10-17,2018-10-30,2018-10-31
611,AMRK,2020-09-10,2020-09-18,2020-09-21
612,AMSF,2020-07-27,2020-09-10,2020-09-11
613,AMSF,2020-04-28,2020-06-11,2020-06-12
614,AMSF,2020-02-18,2020-03-12,2020-03-13
615,AMSF,2019-10-31,2019-12-12,2019-12-13
616,AMSF,2019-10-29,2019-11-12,2019-11-13
617,AMSF,2019-07-30,2019-09-05,2019-09-06
618,AMSF,2019-04-29,2019-06-06,2019-06-07
619,AMSF,2019-02-26,2019-03-07,2019-03-08
620,AMSF,2018-10-23,2018-12-13,2018-12-14
621,AMSF,2018-10-23,2018-12-13,2018-12-14
622,AMSWA,2020-05-20,2020-08-13,2020-08-14
623,AMSWA,2020-02-12,2020-05-07,2020-05-08
624,AMSWA,2019-11-12,2020-02-06,2020-02-07
625,AMSWA,2019-08-22,2019-11-21,2019-11-22
626,AMSWA,2019-05-29,2019-08-15,2019-08-16
627,AMSWA,2019-02-13,2019-05-09,2019-05-10
628,AMSWA,2018-11-15,2019-02-07,2019-02-08
629,AMSWA,2018-08-23,2018-11-16,2018-11-19
630,AMTD,2020-07-21,2020-08-06,2020-08-07
631,AMTD,2020-04-22,2020-05-05,2020-05-06
632,AMTD,2020-01-21,2020-02-04,2020-02-05
633,AMTD,2019-10-21,2019-11-04,2019-11-05
634,AMTD,2019-07-22,2019-08-05,2019-08-06
635,AMTD,2019-04-23,2019-05-06,2019-05-07
636,AMTD,2019-01-22,2019-02-04,2019-02-05
637,AMTD,2018-10-22,2018-11-05,2018-11-06
638,ANTM,2020-07-28,2020-09-09,2020-09-10
639,ANTM,2020-04-28,2020-06-09,2020-06-10
640,ANTM,2020-01-28,2020-03-13,2020-03-16
641,ANTM,2019-10-23,2019-12-04,2019-12-05
642,ANTM,2019-07-23,2019-09-09,2019-09-10
643,ANTM,2019-04-23,2019-06-07,2019-06-10
644,ANTM,2019-01-29,2019-03-15,2019-03-18
645,ANTM,2018-10-30,2018-12-04,2018-12-05
646,AOD,2020-09-10,2020-09-18,2020-09-21
647,AOD,2020-08-11,2020-08-20,2020-08-21
648,AOD,2020-07-10,2020-07-17,2020-07-20
649,AOD,2020-06-09,2020-06-18,2020-06-19
650,AOD,2020-05-11,2020-05-20,2020-05-21
651,AOD,2020-04-09,2020-04-17,2020-04-20
652,AOD,2020-03-10,2020-03-19,2020-03-20
653,AOD,2020-02-11,2020-02-20,2020-02-21
654,AOD,2020-01-10,2020-01-17,2020-01-21
655,AOD,2019-12-10,2019-12-30,2019-12-31
656,AOD,2019-11-11,2019-11-20,2019-11-21
657,AOD,2019-10-09,2019-10-18,2019-10-21
658,AOD,2019-09-11,2019-09-20,2019-09-23
659,AOD,2019-08-09,2019-08-16,2019-08-19
660,AOD,2019-07-10,2019-07-19,2019-07-22
661,AOD,2019-06-11,2019-06-20,2019-06-21
662,AOD,2019-05-09,2019-05-21,2019-05-22
663,AOD,2019-04-09,2019-04-18,2019-04-22
664,AOD,2019-03-11,2019-03-20,2019-03-21
665,AOD,2019-02-11,2019-02-20,2019-02-21
666,AOD,2019-01-10,2019-01-22,2019-01-23
667,AOD,2018-12-11,2018-12-28,2018-12-31
668,AOD,2018-11-09,2018-11-16,2018-11-19
669,AOD,2018-10-09,2018-10-18,2018-10-19
670,AOM,2019-12-12,2020-10-02,2020-10-05
671,AOM,2019-12-12,2020-07-02,2020-07-06
672,AOM,2019-12-12,2020-04-02,2020-04-03
673,AOM,2018-12-24,2019-12-24,2019-12-26
674,AOM,2018-12-24,2019-10-02,2019-10-03
675,AOM,2018-12-24,2019-07-02,2019-07-03
676,AOM,2018-12-24,2019-04-02,2019-04-03
677,AOM,2018-01-11,2018-12-28,2018-12-31
678,AOS,2020-07-13,2020-07-30,2020-07-31
679,AOS,2020-04-14,2020-04-29,2020-04-30
680,AOS,2020-01-16,2020-01-30,2020-01-31
681,AOS,2019-10-10,2019-10-30,2019-10-31
682,AOS,2019-07-08,2019-07-30,2019-07-31
683,AOS,2019-04-08,2019-04-29,2019-04-30
684,AOS,2019-01-16,2019-01-30,2019-01-31
685,AOS,2018-10-09,2018-10-30,2018-10-31
686,APAM,2020-07-28,2020-08-14,2020-08-17
687,APAM,2020-02-04,2020-02-13,2020-02-14
688,APAM,2020-02-04,2020-02-13,2020-02-14
689,APAM,2019-10-29,2019-11-14,2019-11-15
690,APAM,2019-07-30,2019-08-15,2019-08-16
691,APAM,2019-04-30,2019-05-16,2019-05-17
692,APAM,2019-02-04,2019-02-13,2019-02-14
693,APAM,2019-02-04,2019-02-13,2019-02-14
694,APAM,2018-10-25,2018-11-15,2018-11-16
695,APLE,2020-02-21,2020-03-03,2020-03-04
696,APLE,2020-01-21,2020-02-03,2020-02-04
697,APLE,2019-12-19,2020-01-02,2020-01-03
698,APLE,2019-11-21,2019-12-02,2019-12-03
699,APLE,2019-10-21,2019-11-01,2019-11-04
700,APLE,2019-09-19,2019-10-01,2019-10-02
701,APLE,2019-08-21,2019-08-30,2019-09-03
702,APLE,2019-07-19,2019-08-01,2019-08-02
703,APLE,2019-06-20,2019-07-01,2019-07-02
704,APLE,2019-05-21,2019-05-31,2019-06-03
705,APLE,2019-04-18,2019-05-01,2019-05-02
706,APLE,2019-03-22,2019-04-02,2019-04-03
707,APLE,2019-02-21,2019-03-04,2019-03-05
708,APLE,2019-01-18,2019-02-01,2019-02-04
709,APLE,2018-12-20,2018-12-31,2019-01-02
710,APLE,2018-11-20,2018-11-30,2018-12-03
711,APLE,2018-10-19,2018-11-01,2018-11-02
712,APO,2020-07-30,2020-08-17,2020-08-18
713,APO,2020-05-01,2020-05-15,2020-05-18
714,APO,2020-01-30,2020-02-10,2020-02-11
715,APO,2019-10-31,2019-11-19,2019-11-20
716,APTV,2020-01-23,2020-02-04,2020-02-05
717,APTV,2019-10-24,2019-11-05,2019-11-06
718,APTV,2019-07-25,2019-08-06,2019-08-07
719,APTV,2019-04-25,2019-05-07,2019-05-08
720,APTV,2019-01-24,2019-02-05,2019-02-06
721,APTV,2018-10-25,2018-11-06,2018-11-07
722,ARCB,2020-07-24,2020-08-06,2020-08-07
723,ARCB,2020-05-01,2020-05-14,2020-05-15
724,ARCB,2020-01-28,2020-02-10,2020-02-11
725,ARCB,2019-10-29,2019-11-08,2019-11-12
726,ARCB,2019-07-25,2019-08-08,2019-08-09
727,ARCB,2019-04-30,2019-05-13,2019-05-14
728,ARCB,2019-01-25,2019-02-07,2019-02-08
729,ARCB,2018-10-30,2018-11-09,2018-11-13
730,ARCM,2020-02-24,2020-09-30,2020-10-01
731,ARCM,2020-02-24,2020-08-31,2020-09-01
732,ARCM,2020-02-24,2020-07-31,2020-08-03
733,ARCM,2020-02-24,2020-06-30,2020-07-01
734,ARCM,2020-02-24,2020-05-29,2020-06-01
735,ARCM,2020-02-24,2020-04-30,2020-05-01
736,ARCM,2020-02-24,2020-03-31,2020-04-01
737,ARCM,2020-02-24,2020-02-28,2020-03-02
738,ARCM,2020-01-30,2020-01-31,2020-02-03
739,ARCM,2019-12-13,2019-12-16,2019-12-17
740,ARCM,2019-01-24,2019-11-01,2019-11-04
741,ARCM,2019-01-24,2019-10-01,2019-10-02
742,ARCM,2019-08-30,2019-09-03,2019-09-04
743,ARCM,2019-01-24,2019-09-02,2019-09-03
744,ARCM,2019-01-24,2019-08-01,2019-08-02
745,ARCM,2019-01-24,2019-07-01,2019-07-02
746,ARCM,2019-01-24,2019-06-03,2019-06-04
747,ARCM,2019-01-24,2019-05-01,2019-05-02
748,ARCM,2019-01-24,2019-04-01,2019-04-02
749,ARCM,2019-01-24,2019-03-01,2019-03-04
750,ARCM,2019-01-24,2019-02-01,2019-02-04
751,ARCM,2018-12-21,2018-12-24,2018-12-26
752,ARCM,2018-01-31,2018-12-03,2018-12-04
753,ARCM,2018-10-31,2018-11-01,2018-11-02
754,ARDC,2020-09-11,2020-09-21,2020-09-22
755,ARDC,2020-08-11,2020-08-20,2020-08-21
756,ARDC,2020-07-10,2020-07-20,2020-07-21
757,ARDC,2020-06-11,2020-06-22,2020-06-23
758,ARDC,2020-05-11,2020-05-20,2020-05-21
759,ARDC,2020-04-09,2020-04-20,2020-04-21
760,ARDC,2020-01-10,2020-03-19,2020-03-20
761,ARDC,2020-01-10,2020-02-20,2020-02-21
762,ARDC,2020-01-10,2020-01-21,2020-01-22
763,ARDC,2019-10-11,2019-12-19,2019-12-20
764,ARDC,2019-10-11,2019-11-21,2019-11-22
765,ARDC,2019-10-11,2019-10-18,2019-10-21
766,ARDC,2019-07-11,2019-09-18,2019-09-19
767,ARDC,2019-07-11,2019-08-19,2019-08-20
768,ARDC,2019-07-11,2019-07-19,2019-07-22
769,ARDC,2019-04-11,2019-06-18,2019-06-19
770,ARDC,2019-04-11,2019-05-21,2019-05-22
771,ARDC,2019-04-11,2019-04-18,2019-04-22
772,ARDC,2019-01-11,2019-03-19,2019-03-20
773,ARDC,2019-01-11,2019-02-19,2019-02-20
774,ARDC,2019-01-11,2019-01-18,2019-01-22
775,ARDC,2018-10-11,2018-12-19,2018-12-20
776,ARDC,2018-10-11,2018-11-19,2018-11-20
777,ARDC,2018-10-11,2018-10-19,2018-10-22
778,ARGO,2020-08-07,2020-08-27,2020-08-28
779,ARGO,2020-05-07,2020-05-28,2020-05-29
780,ARGO,2020-02-18,2020-02-28,2020-03-02
781,ARGO,2019-11-05,2019-11-27,2019-11-29
782,ARGO,2019-08-06,2019-08-29,2019-08-30
783,ARGO,2019-05-24,2019-06-06,2019-06-07
784,ARGO,2019-02-20,2019-02-28,2019-03-01
785,ARGO,2018-11-06,2018-11-29,2018-11-30
786,ARGT,2020-01-17,2020-06-29,2020-06-30
787,ARGT,2019-02-12,2019-12-30,2019-12-31
788,ARGT,2019-02-12,2019-06-27,2019-06-28
789,ARGT,2018-01-27,2018-12-28,2018-12-31
790,ARI,2020-09-16,2020-09-29,2020-09-30
791,ARI,2020-02-13,2020-03-30,2020-03-31
792,ARI,2019-12-10,2019-12-30,2019-12-31
793,ARI,2019-09-12,2019-09-27,2019-09-30
794,ARI,2019-06-12,2019-06-27,2019-06-28
795,ARI,2019-03-12,2019-03-28,2019-03-29
796,ARI,2018-12-12,2018-12-28,2018-12-31
797,ARKG,2019-12-26,2019-12-27,2019-12-30
798,ARKG,2018-12-26,2018-12-27,2018-12-28
799,ARKG,2018-12-26,2018-12-27,2018-12-28
800,ARKQ,2018-12-26,2018-12-27,2018-12-28
801,ARKQ,2018-12-26,2018-12-27,2018-12-28
802,ARMK,2020-08-04,2020-08-18,2020-08-19
803,ARMK,2020-05-05,2020-05-18,2020-05-19
804,ARMK,2020-01-29,2020-02-12,2020-02-13
805,ARMK,2019-11-19,2019-11-29,2019-12-02
806,ARMK,2019-07-31,2019-08-14,2019-08-15
807,ARMK,2019-05-01,2019-05-15,2019-05-16
808,ARMK,2019-01-30,2019-02-13,2019-02-14
809,ARMK,2018-11-13,2018-11-23,2018-11-26
810,ARNC,2020-01-17,2020-02-06,2020-02-07
811,ARNC,2019-09-26,2019-11-07,2019-11-08
812,ARNC,2019-07-11,2019-08-01,2019-08-02
813,ARNC,2019-03-11,2019-05-02,2019-05-03
814,ARNC,2019-01-29,2019-02-07,2019-02-08
815,ARNC,2018-09-27,2018-11-01,2018-11-02
816,ARNC,2018-05-17,2018-08-02,2018-08-03
817,ARNC,2018-02-15,2018-05-03,2018-05-04
818,AROW,2020-08-26,2020-09-16,2020-09-17
819,AROW,2020-07-29,2020-09-01,2020-09-02
820,AROW,2020-04-29,2020-06-02,2020-06-03
821,AROW,2020-01-29,2020-03-02,2020-03-03
822,AROW,2019-10-30,2019-12-02,2019-12-03
823,AROW,2019-08-28,2019-09-16,2019-09-17
824,AROW,2019-07-31,2019-09-03,2019-09-04
825,AROW,2019-04-24,2019-06-03,2019-06-04
826,AROW,2019-01-30,2019-02-28,2019-03-01
827,AROW,2018-10-31,2018-11-29,2018-11-30
828,ASA,2020-03-19,2020-05-07,2020-05-08
829,ASA,2019-11-01,2019-11-08,2019-11-12
830,ASA,2019-03-26,2019-05-09,2019-05-10
831,ASA,2018-11-02,2018-11-09,2018-11-13
832,ASB,2020-07-27,2020-08-31,2020-09-01
833,ASB,2020-04-28,2020-05-29,2020-06-01
834,ASB,2020-02-04,2020-02-28,2020-03-02
835,ASB,2019-10-29,2019-11-29,2019-12-02
836,ASB,2019-07-30,2019-08-30,2019-09-03
837,ASB,2019-04-30,2019-05-31,2019-06-03
838,ASB,2019-02-05,2019-02-28,2019-03-01
839,ASB,2018-10-23,2018-11-30,2018-12-03
840,ASEA,2020-01-17,2020-06-29,2020-06-30
841,ASEA,2019-02-13,2019-12-30,2019-12-31
842,ASEA,2019-02-13,2019-06-27,2019-06-28
843,ASEA,2018-01-27,2018-12-28,2018-12-31
844,ASG,2020-07-13,2020-07-23,2020-07-24
845,ASG,2020-04-13,2020-04-23,2020-04-24
846,ASG,2020-01-13,2020-01-23,2020-01-24
847,ASG,2019-11-04,2019-11-14,2019-11-15
848,ASG,2019-07-15,2019-07-25,2019-07-26
849,ASG,2019-04-15,2019-04-25,2019-04-26
850,ASG,2019-01-14,2019-01-24,2019-01-25
851,ASG,2018-11-05,2018-11-15,2018-11-16
852,ASHR,2019-12-17,2019-12-18,2019-12-19
853,ASHR,2019-12-06,2019-12-09,2019-12-18
854,ASHR,2018-01-29,2018-12-19,2018-12-20
855,ASHR,2018-12-06,2018-12-07,2018-12-10
856,ASHX,2019-12-17,2019-12-18,2019-12-19
857,ASHX,2019-12-06,2019-12-09,2019-12-18
858,ASHX,2018-12-18,2018-12-19,2018-12-20
859,ASRVP,2020-02-19,2020-03-27,2020-03-30
860,ASRVP,2019-12-12,2019-12-27,2019-12-30
861,ASRVP,2019-08-14,2019-09-26,2019-09-27
862,ASRVP,2019-05-15,2019-06-26,2019-06-27
863,ASRVP,2019-02-20,2019-03-27,2019-03-28
864,ASRVP,2018-11-14,2018-12-27,2018-12-28
865,ASTE,2020-08-21,2020-08-28,2020-08-31
866,ASTE,2020-04-30,2020-05-13,2020-05-14
867,ASTE,2020-02-28,2020-03-11,2020-03-12
868,ASTE,2019-10-24,2019-11-07,2019-11-11
869,ASTE,2019-07-25,2019-08-09,2019-08-12
870,ASTE,2019-04-25,2019-05-13,2019-05-14
871,ASTE,2019-02-21,2019-03-11,2019-03-12
872,ASTE,2018-10-25,2018-11-09,2018-11-13
873,ASX,2020-07-29,2020-08-13,2020-08-14
874,ATCO,2020-07-02,2020-07-17,2020-07-20
875,ATCO,2020-04-01,2020-04-17,2020-04-20
876,ATHM,2020-02-19,2020-04-14,2020-04-15
877,ATLO,2020-07-08,2020-07-30,2020-07-31
878,ATLO,2020-02-12,2020-04-30,2020-05-01
879,ATLO,2019-11-13,2020-01-30,2020-01-31
880,ATLO,2019-08-14,2019-10-31,2019-11-01
881,ATLO,2019-05-08,2019-07-31,2019-08-01
882,ATLO,2019-02-13,2019-04-30,2019-05-01
883,ATLO,2018-11-14,2019-01-31,2019-02-01
884,ATLO,2018-08-08,2018-10-31,2018-11-01
885,ATNI,2020-09-17,2020-09-29,2020-09-30
886,ATNI,2020-03-17,2020-03-30,2020-03-31
887,ATNI,2019-12-12,2019-12-30,2019-12-31
888,ATNI,2019-09-12,2019-09-27,2019-09-30
889,ATNI,2019-06-04,2019-06-27,2019-06-30
890,ATNI,2019-03-13,2019-03-28,2019-03-31
891,ATNI,2018-12-06,2018-12-28,2018-12-31
892,ATR,2020-07-16,2020-07-28,2020-07-29
893,ATR,2020-04-15,2020-04-28,2020-04-29
894,ATR,2020-01-16,2020-01-28,2020-01-29
895,ATR,2019-10-17,2019-10-29,2019-10-30
896,ATR,2019-07-17,2019-07-30,2019-07-31
897,ATR,2019-04-18,2019-04-30,2019-05-01
898,ATR,2019-01-17,2019-01-29,2019-01-30
899,ATR,2018-10-18,2018-10-30,2018-10-31
900,ATVI,2020-02-06,2020-04-14,2020-04-15
901,ATVI,2019-02-12,2019-03-27,2019-03-28
902,AU,2020-02-21,2020-03-12,2020-03-13
903,AUBAP,2020-07-24,2020-08-13,2020-08-14
904,AUDC,2020-08-05,2020-08-14,2020-08-17
905,AUDC,2020-02-04,2020-02-14,2020-02-18
906,AUDC,2019-08-06,2019-08-16,2019-08-19
907,AUDC,2019-01-28,2019-02-06,2019-02-07
908,AVA,2020-08-06,2020-08-19,2020-08-20
909,AVA,2020-05-11,2020-05-28,2020-05-29
910,AVA,2020-02-05,2020-02-20,2020-02-21
911,AVA,2019-11-05,2019-11-20,2019-11-21
912,AVA,2019-08-08,2019-08-21,2019-08-22
913,AVA,2019-05-09,2019-05-22,2019-05-23
914,AVA,2019-02-05,2019-02-21,2019-02-22
915,AVA,2018-11-19,2018-11-29,2018-11-30
916,AVDE,2020-06-22,2020-06-23,2020-06-24
917,AVDE,2019-12-20,2019-12-27,2019-12-30
918,AVDV,2020-06-22,2020-06-23,2020-06-24
919,AVDV,2019-12-20,2019-12-23,2019-12-24
920,AVGOP,2020-09-03,2020-09-14,2020-09-15
921,AVLR,2019-10-17,2019-10-25,2019-10-28
922,AVNT,2020-07-16,2020-09-17,2020-09-18
923,AVUS,2020-09-21,2020-09-22,2020-09-23
924,AVUS,2020-06-22,2020-06-23,2020-06-24
925,AVUS,2020-03-23,2020-03-24,2020-03-25
926,AVUS,2019-12-20,2019-12-23,2019-12-24
927,AWF,2020-09-21,2020-10-01,2020-10-02
928,AWF,2020-08-24,2020-09-03,2020-09-04
929,AWF,2020-07-27,2020-08-06,2020-08-07
930,AWF,2020-06-29,2020-07-09,2020-07-10
931,AWF,2020-05-22,2020-06-04,2020-06-05
932,AWF,2020-04-27,2020-05-07,2020-05-08
933,AWF,2020-03-23,2020-04-02,2020-04-03
934,AWF,2020-02-24,2020-03-05,2020-03-06
935,AWF,2020-01-27,2020-02-06,2020-02-07
936,AWF,2019-12-20,2020-01-02,2020-01-03
937,AWF,2019-11-22,2019-12-05,2019-12-06
938,AWF,2019-10-28,2019-11-07,2019-11-08
939,AWF,2019-09-23,2019-10-03,2019-10-04
940,AWF,2019-08-23,2019-09-05,2019-09-06
941,AWF,2019-07-22,2019-08-01,2019-08-02
942,AWF,2019-06-28,2019-07-11,2019-07-12
943,AWF,2019-05-24,2019-06-06,2019-06-07
944,AWF,2019-04-22,2019-05-02,2019-05-03
945,AWF,2019-03-25,2019-04-04,2019-04-05
946,AWF,2019-02-25,2019-03-07,2019-03-08
947,AWF,2019-01-28,2019-02-07,2019-02-08
948,AWF,2018-12-21,2019-01-03,2019-01-04
949,AWF,2018-11-26,2018-12-06,2018-12-07
950,AWF,2018-10-22,2018-11-01,2018-11-02
951,AWI,2020-07-22,2020-08-05,2020-08-06
952,AWI,2020-04-22,2020-05-06,2020-05-07
953,AWI,2020-02-19,2020-03-04,2020-03-05
954,AWI,2019-10-23,2019-11-06,2019-11-07
955,AWI,2019-07-24,2019-08-07,2019-08-08
956,AWI,2019-04-24,2019-05-08,2019-05-09
957,AWI,2019-02-20,2019-03-04,2019-03-05
958,AWI,2018-11-06,2018-12-03,2018-12-04
959,AWP,2020-09-10,2020-09-18,2020-09-21
960,AWP,2020-08-11,2020-08-20,2020-08-21
961,AWP,2020-07-10,2020-07-17,2020-07-20
962,AWP,2020-06-09,2020-06-18,2020-06-19
963,AWP,2020-05-11,2020-05-20,2020-05-21
964,AWP,2020-04-09,2020-04-17,2020-04-20
965,AWP,2020-03-10,2020-03-19,2020-03-20
966,AWP,2020-02-11,2020-02-20,2020-02-21
967,AWP,2020-01-10,2020-01-17,2020-01-21
968,AWP,2019-12-10,2019-12-30,2019-12-31
969,AWP,2019-11-11,2019-11-20,2019-11-21
970,AWP,2019-10-09,2019-10-18,2019-10-21
971,AWP,2019-09-11,2019-09-20,2019-09-23
972,AWP,2019-08-09,2019-08-16,2019-08-19
973,AWP,2019-07-10,2019-07-19,2019-07-22
974,AWP,2019-06-11,2019-06-20,2019-06-21
975,AWP,2019-05-09,2019-05-21,2019-05-22
976,AWP,2019-04-09,2019-04-18,2019-04-22
977,AWP,2019-03-11,2019-03-20,2019-03-21
978,AWP,2019-02-11,2019-02-20,2019-02-21
979,AWP,2019-01-10,2019-01-22,2019-01-23
980,AWP,2018-12-11,2018-12-28,2018-12-31
981,AWP,2018-11-09,2018-11-16,2018-11-19
982,AWP,2018-10-09,2018-10-18,2018-10-19
983,AXP,2020-09-29,2020-10-08,2020-10-09
984,AXP,2020-05-07,2020-07-01,2020-07-02
985,AXP,2020-03-09,2020-04-02,2020-04-03
986,AXP,2019-12-12,2020-01-02,2020-01-03
987,AXP,2019-09-23,2019-10-03,2019-10-04
988,AXP,2019-05-08,2019-07-03,2019-07-05
989,AXP,2019-03-11,2019-04-04,2019-04-05
990,AXP,2018-11-27,2019-01-03,2019-01-04
991,AXS,2020-09-16,2020-10-01,2020-10-02
992,AXS,2020-05-07,2020-06-26,2020-06-29
993,AXS,2020-02-20,2020-03-30,2020-03-31
994,AXS,2019-12-05,2019-12-30,2019-12-31
995,AXS,2019-09-18,2019-10-02,2019-10-03
996,AXS,2019-05-02,2019-06-27,2019-06-28
997,AXS,2019-02-21,2019-03-28,2019-03-29
998,AXS,2018-12-06,2018-12-28,2018-12-31
999,AY,2020-07-31,2020-08-28,2020-08-31
1000,AY,2020-05-06,2020-05-29,2020-06-01
1001,AY,2020-02-26,2020-03-11,2020-03-12
1002,AY,2019-11-05,2019-11-27,2019-11-29
1003,AY,2019-08-02,2019-08-29,2019-08-30
1004,AY,2019-05-07,2019-05-31,2019-06-03
1005,AY,2019-02-26,2019-03-11,2019-03-12
1006,AY,2018-10-31,2018-11-29,2018-11-30
1007,B,2020-07-17,2020-08-26,2020-08-27
1008,B,2020-02-14,2020-02-26,2020-02-27
1009,B,2019-10-17,2019-11-25,2019-11-26
1010,B,2019-07-18,2019-08-23,2019-08-26
1011,B,2019-05-03,2019-05-23,2019-05-24
1012,B,2019-02-14,2019-02-22,2019-02-25
